110602,AA4CD,Carlsbad,California,United States,447.30000,3,-5.000,Master,,AA4CD,,0,BrandMeister
110603,WB6PQM,Walnut Creek,California,United States,444.15000,1,5.000,Peer,TS1 TS2,WB6PQM,,0,Brandmeister
110604,KF6GOI,THOUSAND OAKS,California,United States,445.56000,1,-5.000,Master,,KF6GOI,,0,West Brandmeister
110605,K6UHF,Wrightwood,California,United States,449.74000,7,-5.000,Peer,TS1 TS2,K6UHF,,0,BM
110607,KA7QQV,alameda,California,United States,443.50000,1,5.000,Peer,,KA7QQV,,0,brandmeister
110608,KE6UPI,Murrieta,California,United States,442.40000,1,5.000,Master,TS1 TS2,KE6UPI,,0,BrandMeister
110609,WX6D,San Luis Obisopo,California,United States,443.43750,1,5.000,Peer,,N6IB,,0,Brandmeister
110610,WB6PQM,Walnut Creek,California,United States,927.50000,3,-25.000,Peer,,WB6PQM,,0,Brandmeister
110611,KC6KGE,Taft,California,United States,441.12500,1,5.000,Peer,TS1 TS2,KC6KGE,,0,Brandmister
110612,WX6D,Hanford,California,United States,442.53750,1,5.000,Peer,,N6IB,,0,Brandmiester
110613,WB6PQM,Walnut Creek,California,United States,442.65000,1,5.000,Peer,,WB6PQM,,0,Brandmeister
110614,AD1U,SAN JOSE,California,United States,443.30000,1,5.000,Master,TS1 TS2,AD1U,,0,BM
110615,AD1U,SAN JOSE,California,United States,443.30000,1,5.000,Peer,TS1 TS2,AD1U,,0,Philippines
110616,KM6AYR,Murrieta,California,United States,441.02500,1,0.000,Peer,,KM6AYR,,0,BrandMeister
110617,WD6AML,Alpine,California,United States,447.90000,1,-5.000,Peer,,WA6PYJ,,0,Western States DMR
110618,KE6UPI,Murrieta,California,United States,447.40000,2,-5.000,Peer,,KE6UPI,,0,BrandMeister
110619,W6HDC,El Cajon,California,United States,446.06250,1,-5.000,Master,,W6HDC,,0,Mountain West
110620,KF6YB,El Cajon,California,United States,449.90000,1,-5.000,Master,TS1 TS2,KF6YB,,0,Brandmeister
